RN,REC,DESCR,TOP,BOTTOM,Thickness,Latitude,Longitude,Easting,Northing,Projecti_1
20917,1,CLAY,0,15.8,15.8,-19.743611,147.248611,526047.92,7816871.202,55
20917,2,GOOD COARSE DRIFT 02/06/1969 SWL  -15.80 M TMP NUL C 02/06/1969 DISCH   8736.0 M3D ESTIMAT,15.8,22.2,6.4,-19.743611,147.248611,526047.92,7816871.202,55
20921,1,TOP SOIL,0,3.96,3.96,-19.512192,147.267118,528027.083,7842476.233,55
20921,2,CLAY,3.96,17.07,13.11,-19.512192,147.267118,528027.083,7842476.233,55
20921,3,CLAY SILTY,17.07,17.37,0.3,-19.512192,147.267118,528027.083,7842476.233,55
20921,4,CLAY,17.37,19.81,2.44,-19.512192,147.267118,528027.083,7842476.233,55
20921,5,SAND COARSE AND STONES,19.81,22.86,3.05,-19.512192,147.267118,528027.083,7842476.233,55
20921,6,COARSE DRIFT,22.86,31.09,8.23,-19.512192,147.267118,528027.083,7842476.233,55
20921,7,WEATHERED GRANITE,31.09,32.92,1.83,-19.512192,147.267118,528027.083,7842476.233,55
20922,1,TOP SOIL,0,0.3,0.3,-19.706567,147.231074,524216.073,7820972.989,55
20922,2,BROWN CLAY,0.3,2.44,2.14,-19.706567,147.231074,524216.073,7820972.989,55
20922,3,FINE SAND,2.44,7.62,5.18,-19.706567,147.231074,524216.073,7820972.989,55
20922,4,FINE SAND WITH SILT,7.62,9.14,1.52,-19.706567,147.231074,524216.073,7820972.989,55
20922,5,COARSE SAND,9.14,14.63,5.49,-19.706567,147.231074,524216.073,7820972.989,55
20922,6,"GRAVEL, SAND AND SILT",14.63,21.03,6.4,-19.706567,147.231074,524216.073,7820972.989,55
20922,7,SAND 28/05/1965 SWL -12.80 M TMP NUL C 28/05/1965 DISCH   3276.0 M3D,21.03,21.34,0.31,-19.706567,147.231074,524216.073,7820972.989,55
20923,1,TOP SOIL,0,0.3,0.3,-19.706996,147.266458,527924.188,7820920.088,55
20923,2,SILTY CLAY,0.3,6.1,5.8,-19.706996,147.266458,527924.188,7820920.088,55
20923,3,HARD CLAY,6.1,15.24,9.14,-19.706996,147.266458,527924.188,7820920.088,55
20923,4,SILTY CLAY,15.24,17.37,2.13,-19.706996,147.266458,527924.188,7820920.088,55
20923,5,DIRTY SAND,17.37,18.9,1.53,-19.706996,147.266458,527924.188,7820920.088,55
20923,6,FINE SAND,18.9,22.86,3.96,-19.706996,147.266458,527924.188,7820920.088,55
20923,7,MED SAND,22.86,24.99,2.13,-19.706996,147.266458,527924.188,7820920.088,55
20923,8,DIRTY SAND,24.99,25.91,0.92,-19.706996,147.266458,527924.188,7820920.088,55
20923,9,COARSE GRAVEL,25.91,29.57,3.66,-19.706996,147.266458,527924.188,7820920.088,55
20923,10,CLEAR GRAVEL 00/00/0000 2948.4 M3D,29.57,32.92,3.35,-19.706996,147.266458,527924.188,7820920.088,55
20925,1,HARD CLAY,0,1.22,1.22,-19.736825,147.22439,523511.176,7817625.662,55
20925,2,CLEAN SAND,1.22,8.93,7.71,-19.736825,147.22439,523511.176,7817625.662,55
20925,3,SILT,8.93,10.06,1.13,-19.736825,147.22439,523511.176,7817625.662,55
20925,4,VERY FINE SAND,10.06,13.41,3.35,-19.736825,147.22439,523511.176,7817625.662,55
20925,5,COURSE SAND,13.41,14.02,0.61,-19.736825,147.22439,523511.176,7817625.662,55
20925,6,COURSE STONEY DRIFT,14.02,16.99,2.97,-19.736825,147.22439,523511.176,7817625.662,55
20925,7,SOUPY AND STONES,16.99,18.59,1.6,-19.736825,147.22439,523511.176,7817625.662,55
20925,8,MEDIUM SAND,18.59,19.81,1.22,-19.736825,147.22439,523511.176,7817625.662,55
20925,9,CLAY - BROWN,19.81,20.12,0.31,-19.736825,147.22439,523511.176,7817625.662,55
20925,10,GOOD COURSE DRIFT 27/08/1965 SWL  -14.90 M TMP NUL C 27/08/1965 DISCH   2184.0 M3D DRILLER,20.12,22.4,2.28,-19.736825,147.22439,523511.176,7817625.662,55
20926,1,SOIL AND CLAY,0,3.96,3.96,-19.729132,147.235644,524691.537,7818475.351,55
20926,2,SAND AND A FEW WATER WORN STONES,3.96,13.29,9.33,-19.729132,147.235644,524691.537,7818475.351,55
20926,3,CLAY GREYISH GREEN DRY,13.29,14.48,1.19,-19.729132,147.235644,524691.537,7818475.351,55
20926,4,DRIFT GOOD CLEAN WITH A FEW STONES,14.48,19.35,4.87,-19.729132,147.235644,524691.537,7818475.351,55
20926,5,STONES A LAYER OF CLAYISH DEPOSIT,19.35,19.66,0.31,-19.729132,147.235644,524691.537,7818475.351,55
20926,6,DRIFT BETTER BUT MUCH DARKER COLOUR AND WATER VERY RUSTY COLOUR 12/08/1965 SWL  -14.60 M TMP NUL C 12/08/1965 DISCH   3276.0 M3D,19.66,21.95,2.29,-19.729132,147.235644,524691.537,7818475.351,55
20927,1,SOIL,0,0.3,0.3,-19.705303,147.267636,528047.935,7821107.237,55
20927,2,SILT,0.3,3.7,3.4,-19.705303,147.267636,528047.935,7821107.237,55
20927,3,HARD CLAY SILTY,3.7,12.8,9.1,-19.705303,147.267636,528047.935,7821107.237,55
20927,4,SOFT CLAY SILTY,12.8,18.3,5.5,-19.705303,147.267636,528047.935,7821107.237,55
20927,5,FINE SAND AND CLAY,18.3,20.1,1.8,-19.705303,147.267636,528047.935,7821107.237,55
20927,6,FINE SAND AND  STONES,20.1,23.8,3.7,-19.705303,147.267636,528047.935,7821107.237,55
20927,7,MEDIUM SAND,23.8,25.9,2.1,-19.705303,147.267636,528047.935,7821107.237,55
20927,8,GRAVEL AND CLAY,25.9,28,2.1,-19.705303,147.267636,528047.935,7821107.237,55
20927,9,COARSE GRAVEL,28,32.3,4.3,-19.705303,147.267636,528047.935,7821107.237,55
20927,10,COARSE GRAVEL AND STONES,32.3,36.3,4,-19.705303,147.267636,528047.935,7821107.237,55
20927,11,ROCK 07/12/1965 SWL  -18.30 M TMP NUL C 07/12/1965 DISCH   5460.0 M3D ESTIMAT,36.3,36.4,0.1,-19.705303,147.267636,528047.935,7821107.237,55
20928,1,TOP SOIL,0,0.3,0.3,-19.728429,147.232183,524328.987,7818553.643,55
20928,2,BROWN CLAY,0.3,0.91,0.61,-19.728429,147.232183,524328.987,7818553.643,55
20928,3,CLAY AND SILT,0.91,3.96,3.05,-19.728429,147.232183,524328.987,7818553.643,55
20928,4,SAND AND SILTY LOAM,3.96,9.14,5.18,-19.728429,147.232183,524328.987,7818553.643,55
20928,5,SAND AND STONES,9.14,13.41,4.27,-19.728429,147.232183,524328.987,7818553.643,55
20928,6,SAND AND LOAM,13.41,16.15,2.74,-19.728429,147.232183,524328.987,7818553.643,55
20928,7,"STONES, SAND AND LOAM",16.15,18.29,2.14,-19.728429,147.232183,524328.987,7818553.643,55
20928,8,CLAY AND STONES,18.29,18.59,0.3,-19.728429,147.232183,524328.987,7818553.643,55
20928,9,CLAY AND STONES,18.59,21.64,3.05,-19.728429,147.232183,524328.987,7818553.643,55
20928,10,DRY SILT 21/5/1965 SWL -13.70 M TMP NUL C 21/05/1965 DISCH   2184.0 M3D,21.64,22.25,0.61,-19.728429,147.232183,524328.987,7818553.643,55
20929,1,TOP SOIL,0,3.05,3.05,-19.728242,147.225941,523674.952,7818575.218,55
20929,2,SANDY CLAY,3.05,7.62,4.57,-19.728242,147.225941,523674.952,7818575.218,55
20929,3,SAND AND STONES,7.62,13.11,5.49,-19.728242,147.225941,523674.952,7818575.218,55
20929,4,BROWN CLAY,13.11,13.41,0.3,-19.728242,147.225941,523674.952,7818575.218,55
20929,5,GRAVEL AND STONES,13.41,15.54,2.13,-19.728242,147.225941,523674.952,7818575.218,55
20929,6,SILT,15.54,15.85,0.31,-19.728242,147.225941,523674.952,7818575.218,55
20929,7,GRAVEL AND STONES,15.85,17.37,1.52,-19.728242,147.225941,523674.952,7818575.218,55
20929,8,MED STONES,17.37,18.29,0.92,-19.728242,147.225941,523674.952,7818575.218,55
20929,9,FINE SAND,18.29,19.2,0.91,-19.728242,147.225941,523674.952,7818575.218,55
20929,10,SAND AND STONEY CLAY,19.2,23.16,3.96,-19.728242,147.225941,523674.952,7818575.218,55
20929,11,LOAMY AND STONEY,23.16,23.47,0.31,-19.728242,147.225941,523674.952,7818575.218,55
20929,12,COARSE SAND AND CLAY 00/00/1966 SWL -13.70 M TMP NUL C 00/00/1966 DISCH   1419.6 M3D ESTIMAT 28/05/1965 SWL  -14.70 M TMP NUL C 28/05/1965 DISCH   1638.0 M3D DRILLER,23.47,23.77,0.3,-19.728242,147.225941,523674.952,7818575.218,55
20931,1,HARD CLAY,0,4.88,4.88,-19.713216,147.226988,523786.884,7820237.807,55
20931,2,TIGHT FINE SAND AND SILT,4.88,6.71,1.83,-19.713216,147.226988,523786.884,7820237.807,55
20931,3,HARD WHITE CLAY SILTY,6.71,10.67,3.96,-19.713216,147.226988,523786.884,7820237.807,55
20931,4,PURPLE AND BROWN FINE SAND,10.67,11.89,1.22,-19.713216,147.226988,523786.884,7820237.807,55
20931,5,DIRTY SAND,11.89,13.11,1.22,-19.713216,147.226988,523786.884,7820237.807,55
20931,6,STONES,13.11,13.41,0.3,-19.713216,147.226988,523786.884,7820237.807,55
20931,7,COARSE DRIFT - DIRTY BROWN,13.41,14.33,0.92,-19.713216,147.226988,523786.884,7820237.807,55
20931,8,COARSE DRIFT - CLEAN TIGHT,14.33,15.54,1.21,-19.713216,147.226988,523786.884,7820237.807,55
20931,9,CLAY BROWN,15.54,15.7,0.16,-19.713216,147.226988,523786.884,7820237.807,55
20931,10,VERY COARSE DRIFT - GOOD,15.7,16.31,0.61,-19.713216,147.226988,523786.884,7820237.807,55
20931,11,MED DRIFT - VERY DIRTY,16.31,18.29,1.98,-19.713216,147.226988,523786.884,7820237.807,55
20931,12,COARSE DRIFT - CLEANER,18.29,18.9,0.61,-19.713216,147.226988,523786.884,7820237.807,55
20931,13,PALE BROWN DRIFT - FINE AND FAIRLY CLEAN,18.9,20.42,1.52,-19.713216,147.226988,523786.884,7820237.807,55
20931,15,PALE BROWN DRIFT DIRTY AND TIGHT,20.42,21.64,1.22,-19.713216,147.226988,523786.884,7820237.807,55
20931,16,BROWN DRIFT COARSE DIRTY BUT FREE,21.64,23.77,2.13,-19.713216,147.226988,523786.884,7820237.807,55
20931,17,GRAVEL AND CLAY - HARD AND TIGHT,23.77,24.38,0.61,-19.713216,147.226988,523786.884,7820237.807,55
20931,18,COARSE DRIFT AND CLAY 00/08/1964 SWL  -13.10 M TMP NUL C 00/08/1964 DISCH   3057.6 M3D,24.38,24.99,0.61,-19.713216,147.226988,523786.884,7820237.807,55
20933,1,SOIL,0,0.61,0.61,-19.718336,147.233865,524506.772,7819670.265,55
20933,2,SUB SOIL,0.61,1.83,1.22,-19.718336,147.233865,524506.772,7819670.265,55
20933,3,LOAM,1.83,3.05,1.22,-19.718336,147.233865,524506.772,7819670.265,55
20933,4,CLAY,3.05,15.85,12.8,-19.718336,147.233865,524506.772,7819670.265,55
20933,5,"STONES, GRAVEL AND SAND LAYERS",15.85,20.42,4.57,-19.718336,147.233865,524506.772,7819670.265,55
20934,1,SOIL,0,0.61,0.61,-19.737323,147.228063,523895.954,7817570.041,55
20934,2,SAND AND CLAY,0.61,2.74,2.13,-19.737323,147.228063,523895.954,7817570.041,55
20934,3,FINE SAND - DIRTY,2.74,6.71,3.97,-19.737323,147.228063,523895.954,7817570.041,55
20934,4,COARSE DIRTY DRIFT,6.71,15.47,8.76,-19.737323,147.228063,523895.954,7817570.041,55
20934,5,WHITE SAND COARSE,15.47,16.31,0.84,-19.737323,147.228063,523895.954,7817570.041,55
20934,6,COARSE RIVER STONEY DRIFT,16.31,21.34,5.03,-19.737323,147.228063,523895.954,7817570.041,55
20934,7,CLAY BOTTOM 25/11/1969 DISCH   3276.0 M3D ESTIMAT,21.34,21.37,0.03,-19.737323,147.228063,523895.954,7817570.041,55
20935,1,CLAY,0,7.62,7.62,-19.720565,147.22958,524057.411,7819424.222,55
20935,2,FINE SAND,7.62,9.14,1.52,-19.720565,147.22958,524057.411,7819424.222,55
20935,3,STONES,9.14,9.75,0.61,-19.720565,147.22958,524057.411,7819424.222,55
20935,4,COARSE SAND,9.75,10.67,0.92,-19.720565,147.22958,524057.411,7819424.222,55
20935,5,STONEY,10.67,11.89,1.22,-19.720565,147.22958,524057.411,7819424.222,55
20935,6,COARSE DRIFT,11.89,22.56,10.67,-19.720565,147.22958,524057.411,7819424.222,55
20935,7,STONES AND DRIFT,22.56,23.16,0.6,-19.720565,147.22958,524057.411,7819424.222,55
20935,8,WHITE CLAY,23.16,23.47,0.31,-19.720565,147.22958,524057.411,7819424.222,55
20935,9,FINE DRIFT,23.47,26.21,2.74,-19.720565,147.22958,524057.411,7819424.222,55
20935,10,COARSE DRIFT,26.21,26.52,0.31,-19.720565,147.22958,524057.411,7819424.222,55
20935,11,WHITE CLAY 00/00/1966 SWL -13.50 M TMP NUL C 00/00/1966 DISCH   2730.0 M3D ESTIMAT,26.52,26.82,0.3,-19.720565,147.22958,524057.411,7819424.222,55
20936,1,SOIL AND CLAY,0,2.13,2.13,-19.720702,147.232285,524340.845,7819408.677,55
20936,2,DIRTY SAND,2.13,4.57,2.44,-19.720702,147.232285,524340.845,7819408.677,55
20936,3,CLEAN SAND,4.57,7.01,2.44,-19.720702,147.232285,524340.845,7819408.677,55
20936,4,SAND AND STONE,7.01,8.23,1.22,-19.720702,147.232285,524340.845,7819408.677,55
20936,5,SAND,8.23,10.67,2.44,-19.720702,147.232285,524340.845,7819408.677,55
20936,6,SAND AND STONE,10.67,11.28,0.61,-19.720702,147.232285,524340.845,7819408.677,55
20936,7,SAND,11.28,14.02,2.74,-19.720702,147.232285,524340.845,7819408.677,55
20936,8,SAND,14.02,18.9,4.88,-19.720702,147.232285,524340.845,7819408.677,55
20936,9,SAND AND GRAVEL (GRAVEL SMALLER THAN STONE) 30/03/1966 SWL  -14.00 M TMP NUL C 30/03/1966 DISCH   3385.2 M3D,18.9,21.95,3.05,-19.720702,147.232285,524340.845,7819408.677,55
20938,1,SOIL,0,1.22,1.22,-19.714362,147.237446,524882.643,7820109.496,55
20938,2,CLAY AND GRANITE,1.22,9.14,7.92,-19.714362,147.237446,524882.643,7820109.496,55
20938,3,SAND FINE WHITE,9.14,12.19,3.05,-19.714362,147.237446,524882.643,7820109.496,55
20938,4,DRIFT FINE RED,12.19,15.85,3.66,-19.714362,147.237446,524882.643,7820109.496,55
20938,5,DRIFT CLEAN COARSE BROWN,15.85,19.51,3.66,-19.714362,147.237446,524882.643,7820109.496,55
20938,6,DRIFT MEDIUM FINE BROWN,19.51,22.56,3.05,-19.714362,147.237446,524882.643,7820109.496,55
20938,7,DRIFT COARSE BROWN INCLINED TO BE DIRTY,22.56,24.69,2.13,-19.714362,147.237446,524882.643,7820109.496,55
20938,9,DRIFT COARSE CLEAN,24.69,25.6,0.91,-19.714362,147.237446,524882.643,7820109.496,55
20939,1,CLAY,0,0.61,0.61,-19.712655,147.239098,525056.027,7820298.145,55
20939,2,CLAY AND SAND,0.61,1.83,1.22,-19.712655,147.239098,525056.027,7820298.145,55
20939,3,CLAY BROWN,1.83,14.02,12.19,-19.712655,147.239098,525056.027,7820298.145,55
20939,4,SAND AND STONE,14.02,19.2,5.18,-19.712655,147.239098,525056.027,7820298.145,55
20939,5,DIRTY GRAVEL,19.2,22.56,3.36,-19.712655,147.239098,525056.027,7820298.145,55
20939,6,SAND,22.56,23.16,0.6,-19.712655,147.239098,525056.027,7820298.145,55
20939,7,GRAVEL,23.16,24.99,1.83,-19.712655,147.239098,525056.027,7820298.145,55
20939,8,SAND COARSE,24.99,25.3,0.31,-19.712655,147.239098,525056.027,7820298.145,55
20939,9,DIRTY SAND COARSE,25.3,25.91,0.61,-19.712655,147.239098,525056.027,7820298.145,55
20939,10,FINE DIRTY SAND BOTTOM ON VERY DIRTY GRANITE SAND AND CLAY 00/00/0000 SWL  -12.80 M TMP NUL C,25.91,26.21,0.3,-19.712655,147.239098,525056.027,7820298.145,55
20940,1,TOP SOIL,0,2,2,-19.761746,147.206889,521674.082,7814870.298,55
20940,2,SILT,2,3,1,-19.761746,147.206889,521674.082,7814870.298,55
20940,3,CLAY,3,12,9,-19.761746,147.206889,521674.082,7814870.298,55
20940,4,SANDY SILT,12,24,12,-19.761746,147.206889,521674.082,7814870.298,55
20940,5,SAND AND SILT,24,35,11,-19.761746,147.206889,521674.082,7814870.298,55
20940,6,CLAY,35,48,13,-19.761746,147.206889,521674.082,7814870.298,55
20940,7,"SAND, STONES AND SILT",48,68,20,-19.761746,147.206889,521674.082,7814870.298,55
20940,8,SAND,68,69,1,-19.761746,147.206889,521674.082,7814870.298,55
20940,9,BROWN SAND STONES SILTY 25/05/1966 DISCH   2505.6 M3D ESTIMAT,69,78,9,-19.761746,147.206889,521674.082,7814870.298,55
20941,1,TOP SOIL,0,0.3,0.3,-19.713031,147.228805,523977.322,7820258.023,55
20941,2,CLAY BROWN,0.3,2.13,1.83,-19.713031,147.228805,523977.322,7820258.023,55
20941,3,CLAY SILTY,2.13,7.62,5.49,-19.713031,147.228805,523977.322,7820258.023,55
20941,4,FINE SAND AND SILT,7.62,8.84,1.22,-19.713031,147.228805,523977.322,7820258.023,55
20941,5,COURSE SAND,8.84,12.19,3.35,-19.713031,147.228805,523977.322,7820258.023,55
20941,6,COURSE SAND AND STONES,12.19,13.72,1.53,-19.713031,147.228805,523977.322,7820258.023,55
20941,7,DIRTY GRAVEL WITH STONES,13.72,14.94,1.22,-19.713031,147.228805,523977.322,7820258.023,55
20941,8,MEDIUM GRAVEL WITH SILT AND STONES,14.94,19.2,4.26,-19.713031,147.228805,523977.322,7820258.023,55
20941,9,VERY COURSE STONEY DRIFT WITH LOAM,19.2,21.34,2.14,-19.713031,147.228805,523977.322,7820258.023,55
20941,10,HARD PACKED SILT BOTTOM 00/00/0000 DISCH   2184.0 M3D ESTIMAT,21.34,21.64,0.3,-19.713031,147.228805,523977.322,7820258.023,55
20942,1,CLAY RED,0,4.57,4.57,-19.742708,147.220059,523056.536,7816975.259,55
20942,2,SAND FINE LOAMY,4.57,7.62,3.05,-19.742708,147.220059,523056.536,7816975.259,55
20942,3,SAND DRIFT FILE SOME WATER,7.62,9.14,1.52,-19.742708,147.220059,523056.536,7816975.259,55
20942,4,SAND AND GRAVEL,9.14,10.06,0.92,-19.742708,147.220059,523056.536,7816975.259,55
20942,5,SAND AND GRAVEL SOME STONES,10.06,16.46,6.4,-19.742708,147.220059,523056.536,7816975.259,55
20942,6,SAND AND GRAVEL VERY GOOD DRIFT 00/00/0000 SWL  -16.40 M TMP NUL C,16.46,23.77,7.31,-19.742708,147.220059,523056.536,7816975.259,55
20945,1,HARD CLAY,0,16,16,-19.790098,147.230423,524135.289,7811729.743,55
20945,2,SILT,16,18,2,-19.790098,147.230423,524135.289,7811729.743,55
20945,3,CLAY,18,30,12,-19.790098,147.230423,524135.289,7811729.743,55
20945,4,SILT,30,44,14,-19.790098,147.230423,524135.289,7811729.743,55
20945,5,FINE SAND,44,45,1,-19.790098,147.230423,524135.289,7811729.743,55
20945,6,CLAY,45,51,6,-19.790098,147.230423,524135.289,7811729.743,55
20945,7,SAND,51,81,30,-19.790098,147.230423,524135.289,7811729.743,55
20945,8,YELLOW CLAY 25/07/1966 SWL 18.30 M TMP NUL C 25/07/1966 DISCH   3385.2 M3D,81,92,11,-19.790098,147.230423,524135.289,7811729.743,55
20946,1,HARD CLAY,0,16,16,-19.76803,147.199703,520920.441,7814175.829,55
20946,2,SILT,16,18,2,-19.76803,147.199703,520920.441,7814175.829,55
20946,3,CLAY,18,30,12,-19.76803,147.199703,520920.441,7814175.829,55
20946,4,SILT,30,44,14,-19.76803,147.199703,520920.441,7814175.829,55
20946,5,FINE SAND,44,45,1,-19.76803,147.199703,520920.441,7814175.829,55
20946,6,CLAY,45,51,6,-19.76803,147.199703,520920.441,7814175.829,55
20946,7,SAND,51,81,30,-19.76803,147.199703,520920.441,7814175.829,55
20946,8,YELLOW CLAY 31/08/1965 SWL -14.50 M TMP NUL C 31/08/1965 DISCH    873.6 M3D DRILLER,81,92,11,-19.76803,147.199703,520920.441,7814175.829,55
20947,1,TOP SOIL,0,1,1,-19.762604,147.209663,521964.575,7814774.997,55
20947,2,SILT,1,3,2,-19.762604,147.209663,521964.575,7814774.997,55
20947,3,CLAY,3,9,6,-19.762604,147.209663,521964.575,7814774.997,55
20947,4,SAND AND SILT,9,22,13,-19.762604,147.209663,521964.575,7814774.997,55
20947,5,LOAM AND SAND,22,37,15,-19.762604,147.209663,521964.575,7814774.997,55
20947,6,SANDY CLAY,37,41,4,-19.762604,147.209663,521964.575,7814774.997,55
20947,7,CLAY,41,47,6,-19.762604,147.209663,521964.575,7814774.997,55
20947,8,CLAY AND STONES,47,48,1,-19.762604,147.209663,521964.575,7814774.997,55
20947,9,COARSE GRAVEL,48,49,1,-19.762604,147.209663,521964.575,7814774.997,55
20947,10,SILTY SAND,49,53,4,-19.762604,147.209663,521964.575,7814774.997,55
20947,11,SAND AND SILT,53,60,7,-19.762604,147.209663,521964.575,7814774.997,55
20947,12,COARSE GRAVEL,60,65,5,-19.762604,147.209663,521964.575,7814774.997,55
20947,13,STONEY SAND,65,67,2,-19.762604,147.209663,521964.575,7814774.997,55
20947,14,COARSE GRAVEL,67,70,3,-19.762604,147.209663,521964.575,7814774.997,55
20947,15,MEDIUM GRAVEL,70,78,8,-19.762604,147.209663,521964.575,7814774.997,55
20947,16,COARSE SAND AND GRAVEL,78,80,2,-19.762604,147.209663,521964.575,7814774.997,55
20947,17,MEDIUM GRAVEL,80,82,2,-19.762604,147.209663,521964.575,7814774.997,55
20947,18,COARSE GRAVEL AND STONES 30/07/1966 DISCH 655.2 M3D ESTIMAT,82,84,2,-19.762604,147.209663,521964.575,7814774.997,55
20948,1,TOP SOIL CLAY FINE DIRTY SAND,0,15.54,15.54,-19.77486,147.210355,522035.386,7813418.686,55
20948,3,CLEAN BUT FINE SAND AND WATER,15.54,19.5,3.96,-19.77486,147.210355,522035.386,7813418.686,55
20948,5,CLEAN SAND COARSE SOME SMALL ROCKS,19.5,22.86,3.36,-19.77486,147.210355,522035.386,7813418.686,55
20948,7,CLEAN SAND COARSE ROCKS UP TO 3IN,22.86,24.99,2.13,-19.77486,147.210355,522035.386,7813418.686,55
20948,9,CLEAN VERY SAND COARSE MANY BIG ROCKS,24.99,28.83,3.84,-19.77486,147.210355,522035.386,7813418.686,55
20948,11,BEDROCK 4 ASSOCIATED TEST HOLES 14/07/1966 SWL  -15.42 M TMP NUL C 14/07/1966 DISCH   1854.0 M3D ESTIMAT,28.83,28.86,0.03,-19.77486,147.210355,522035.386,7813418.686,55
20949,1,TOP SOIL,0,1,1,-19.766745,147.235109,524629.707,7814313.264,55
20949,2,SILT AND CLAY,1,24,23,-19.766745,147.235109,524629.707,7814313.264,55
20949,3,SAND AND STONES,24,28,4,-19.766745,147.235109,524629.707,7814313.264,55
20949,4,STONEY COARSE GRAVEL,28,42,14,-19.766745,147.235109,524629.707,7814313.264,55
20949,5,COARSE GRAVEL BOTTOM ROCK 30/07/1966 SWL -16.70 M TMP NUL C 30/07/1966 DISCH   1310.4 M3D,42,93,51,-19.766745,147.235109,524629.707,7814313.264,55
20950,1,TOP SOIL AND LIGHT CLAY BROWN,0,1.52,1.52,-19.763987,147.230245,524120.573,7814619.158,55
20950,2,CLAY BROWN WITH SAND AT BOTTOM,1.52,6.1,4.58,-19.763987,147.230245,524120.573,7814619.158,55
20950,3,FINE GRAINED BROWN COLOURED SANDY CLAY WITH INCREASING SAND TOWARDS BOTTOM,6.1,9.14,3.04,-19.763987,147.230245,524120.573,7814619.158,55
20950,6,FINE GRAINED SAND AND MINOR CLAY,9.14,12.19,3.05,-19.763987,147.230245,524120.573,7814619.158,55
20950,7,MEDIUM TO COARSE GRAINED SAND AND CLAY,12.19,18.59,6.4,-19.763987,147.230245,524120.573,7814619.158,55
20950,9,GRANITE BOULDERS,18.59,21.95,3.36,-19.763987,147.230245,524120.573,7814619.158,55
20950,10,RED CLAY,21.95,22.1,0.15,-19.763987,147.230245,524120.573,7814619.158,55
20950,11,GRANITE BOULDERS DRY HOLE 16/11/1965 SWL  -16.40 M TMP NUL C 16/11/1965 DISCH   2402.4 M3D ESTIMAT,22.1,24.38,2.28,-19.763987,147.230245,524120.573,7814619.158,55
20956,1,HARD DRY CLAY,0,11,11,-19.728265,147.229037,523999.361,7818572.238,55
20956,2,COARSE SAND,11,30,19,-19.728265,147.229037,523999.361,7818572.238,55
20956,3,FINER SAND,30,43,13,-19.728265,147.229037,523999.361,7818572.238,55
20956,4,MEDIUM DRIFT,43,53,10,-19.728265,147.229037,523999.361,7818572.238,55
20956,5,COARSE DRIFT,53,70,17,-19.728265,147.229037,523999.361,7818572.238,55
20956,6,MEDIUM DRIFT,70,76,6,-19.728265,147.229037,523999.361,7818572.238,55
20956,7,COARSE DRIFT 15/07/1966 SWL -14.10 M TMP NUL C 15/07/1966 DISCH   3057.6 M3D,76,79,3,-19.728265,147.229037,523999.361,7818572.238,55
20957,1,TOP SOIL AND CLAY,0,12,12,-19.724415,147.230084,524109.647,7818998.121,55
20957,2,FINE DRY SAND,12,45,33,-19.724415,147.230084,524109.647,7818998.121,55
20957,3,COARSE SAND,45,55,10,-19.724415,147.230084,524109.647,7818998.121,55
20957,4,COARSE SAND WITH STONES,55,61,6,-19.724415,147.230084,524109.647,7818998.121,55
20957,5,FINE DRIFT,61,80,19,-19.724415,147.230084,524109.647,7818998.121,55
20957,6,CLAY 01/04/1966 DISCH   3276.0 M3D,80,82,2,-19.724415,147.230084,524109.647,7818998.121,55
20959,1,CLAY,0,30,30,-19.705665,147.233566,524477.368,7821072.445,55
20959,2,DIRTY SAND,30,41,11,-19.705665,147.233566,524477.368,7821072.445,55
20959,3,COARSE SAND,41,57,16,-19.705665,147.233566,524477.368,7821072.445,55
20959,4,CLAY AND SAND,57,64,7,-19.705665,147.233566,524477.368,7821072.445,55
20959,5,DIRTY SAND,64,67,3,-19.705665,147.233566,524477.368,7821072.445,55
20959,6,FINE SAND,67,72,5,-19.705665,147.233566,524477.368,7821072.445,55
20959,7,MEDIUM SAND GRANITE BOTTOM 31/10/1970 SWL -14.60 M TMP NUL C 31/10/1970 DISCH   2511.6 M3D,72,82,10,-19.705665,147.233566,524477.368,7821072.445,55
20960,1,TOP SOIL,0,0.91,0.91,-19.718781,147.237904,524929.953,7819620.434,55
20960,2,CLAY GREY,0.91,4.27,3.36,-19.718781,147.237904,524929.953,7819620.434,55
20960,3,CLAY BROWN,4.27,9.14,4.87,-19.718781,147.237904,524929.953,7819620.434,55
20960,4,HARD PACKED SILT,9.14,11.58,2.44,-19.718781,147.237904,524929.953,7819620.434,55
20960,5,CLAY BROWN,11.58,17.68,6.1,-19.718781,147.237904,524929.953,7819620.434,55
20960,6,BROWN SAND,17.68,19.2,1.52,-19.718781,147.237904,524929.953,7819620.434,55
20960,7,COARSE BROWN SAND NO BOTTOM 29/09/1967 SWL  -13.50 M TMP NUL C 29/09/1967 DISCH   4914.0 M3D DRILLER,19.2,30.48,11.28,-19.718781,147.237904,524929.953,7819620.434,55
20961,1,TOP SOIL,0,2,2,-19.706184,147.235293,524658.276,7821014.764,55
20961,2,SILT AND LOAM,2,23,21,-19.706184,147.235293,524658.276,7821014.764,55
20961,3,FINE SAND,23,28,5,-19.706184,147.235293,524658.276,7821014.764,55
20961,4,COARSE SAND,28,31,3,-19.706184,147.235293,524658.276,7821014.764,55
20961,5,CLAY AND SILT,31,34,3,-19.706184,147.235293,524658.276,7821014.764,55
20961,6,COARSE SAND,34,72,38,-19.706184,147.235293,524658.276,7821014.764,55
